A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	LABEL_0
-438	4148	722	-106.856674	1012.2285	176.07446	1
-113	3573	1288	-27.54961	871.8078	314.16104	1
-475	3309	1936	-115.923904	807.34314	472.32788	1
-672	3275	1828	-164.07217	799.0002	445.9386	1
-776	3873	2083	-189.33832	944.9464	508.32397	1
-822	3636	2237	-200.54851	887.1693	545.8663	1
-864	3472	1908	-210.86732	847.269	465.59186	1
-686	3323	1825	-167.50235	810.7634	445.28873	1
-446	3260	1741	-108.92976	795.34045	424.84824	1
-62	3664	2023	-15.096469	893.92633	493.69516	1
-272	3991	1828	-66.36805	973.89935	446.0507	1
-374	3528	1905	-91.22989	860.927	464.8628	1
-414	3723	2158	-101.07397	908.3436	526.4385	1
-469	3640	2212	-114.43942	888.1624	539.72595	1
-455	3287	2274	-111.11791	802.0871	554.8935	1
-420	3177	2297	-102.566765	775.1399	560.55646	1
-512	3426	2376	-125.044624	835.9666	579.63214	1
-326	3505	2423	-79.642586	855.2037	591.1036	1
-159	3476	2446	-38.7595	848.1684	596.7574	1
-174	2977	2629	-42.48456	726.33575	641.4876	1
-107	2661	2567	-26.097803	649.1768	626.2691	1
-140	3182	2362	-34.20008	776.3186	576.26526	1
-149	2905	2485	-36.45956	708.8217	606.4592	1
-226	3020	2672	-55.219486	736.9725	651.84766	1
-242	3189	2676	-59.090965	778.1121	652.9565	1
-206	2987	2682	-50.356632	728.75055	654.5159	1
55	2435	2775	13.53422	594.1739	677.0339	1
-216	3146	3058	-52.61018	767.6339	746.187	1
-164	2881	2873	-39.9889	702.92206	700.9482	1
-435	2852	2857	-106.0703	695.8075	697.1463	1
-532	2719	2788	-129.84958	663.32056	680.173	1
-477	2635	2802	-116.3909	642.8762	683.72205	1
-327	2556	2929	-79.84432	623.5932	714.7588	1
-180	2711	2606	-43.877083	661.5077	635.9038	1
-438	3497	1841	-106.847534	853.33594	449.1036	1
88	4904	1808	21.394226	1196.5787	441.09964	1
333	3671	1823	81.35354	895.8385	444.81772	1
-203	2958	1839	-49.54391	721.7814	448.64273	1
-218	3345	1928	-53.281708	816.0848	470.50592	1
-156	3071	2340	-37.9951	749.2159	571.07355	1
-401	4234	2218	-97.76966	1033.0612	541.24133	1
-209	3968	2122	-50.892864	968.29016	517.7785	1
-163	2301	2459	-39.843235	561.40015	599.9114	1
-445	2249	2846	-108.64553	548.86914	694.35065	1
-314	1815	2515	-76.69979	442.82132	613.5904	1
-407	3125	1902	-99.2967	762.4787	464.0199	1
-457	3747	1679	-111.43939	914.26965	409.7877	1
-569	3378	1580	-138.80338	824.1855	385.51248	1
-896	4211	2383	-218.5922	1027.4102	581.3975	1
-1113	2996	2545	-271.6139	731.09937	620.9062	1
-1619	3453	2384	-395.07526	842.4157	581.68665	1
-1623	4434	2673	-395.94785	1081.8499	652.1888	1
-1108	4084	2009	-270.3834	996.4695	490.19495	1
-1303	4162	1693	-317.99078	1015.4074	413.12024	1
-1040	3284	2052	-253.76918	801.2034	500.58328	1
-1005	3044	1690	-245.21797	742.6694	412.47125	1
-1290	3712	1696	-314.70862	905.7711	413.87695	1
-1200	3660	1867	-292.67856	893.1011	455.65146	1
-1092	3436	1728	-266.34842	838.4595	421.6334	1
-1123	3348	2164	-274.11914	816.8832	527.8969	1
-1238	3550	1973	-301.98636	866.15125	481.35736	1
-1185	2888	1861	-289.0459	704.7257	454.17987	1
-1670	3423	2684	-407.39188	835.14746	654.8606	1
-1490	3813	1664	-363.5837	930.27094	406.0781	1
-1354	3802	1477	-330.377	927.7025	360.36176	1
-1238	3341	2059	-302.1796	815.1492	502.42575	1
-1135	2856	2213	-276.97687	696.9004	539.9492	1
-1089	3137	2319	-265.75555	765.41113	565.7505	1
-1028	3073	2012	-250.74161	749.742	490.8456	1
-1177	3371	2142	-287.23593	822.59393	522.58276	1
-1149	3723	2092	-280.32916	908.5127	510.3457	1
-1139	2928	1920	-277.9596	714.46954	468.38025	1
-1304	3057	2135	-318.23254	745.8912	521.00287	1
-1193	3796	2063	-291.04312	926.1993	503.3106	1
-1118	3500	1962	-272.8865	854.0671	478.7911	1
-1172	3140	2168	-286.01587	766.0778	528.9416	1
-1103	3281	2088	-269.02576	800.634	509.43466	1
-1179	3354	1853	-287.60748	818.3622	452.11865	1
-1149	3625	2002	-280.477	884.4603	488.43857	1
-1165	3388	1991	-284.2081	826.7523	485.77408	1
-1124	3279	1959	-274.22766	800.03284	477.91663	1
-1175	3264	2096	-286.78217	796.3465	511.38248	1
-1085	3238	1907	-264.66574	790.0993	465.36853	1
-1109	3728	1916	-270.58777	909.7332	467.62042	1
-1198	3871	1992	-292.4229	944.54895	486.08917	1
-1211	3318	1919	-295.46524	809.6219	468.1399	1
-1108	3323	1875	-270.32822	810.7429	457.49188	1
-1117	3225	1966	-272.4273	786.90784	479.6209	1
-1012	3415	1857	-246.84343	833.3789	453.11642	1
-1114	3491	1896	-271.90112	851.7919	462.58432	1
-1108	3600	1830	-270.3773	878.40186	446.5966	1
-1100	3457	1818	-268.50983	843.5858	443.4776	1
-1061	3627	1853	-258.865	884.9744	452.14203	1
-1134	3580	2006	-276.80002	873.6217	489.3747	1
-1216	3442	1943	-296.82178	839.8182	474.04614	1
-1036	3168	1592	-252.7746	772.9987	388.448	1
-1070	3293	1570	-261.159	803.45245	383.03784	1
-1153	3865	1694	-281.23337	943.08075	413.2227	1
-1063	3605	1728	-259.355	879.51154	421.65472	1
-1225	2978	2132	-298.8728	726.68396	520.2211	1
-1534	3098	2672	-374.1995	756.01776	651.9187	1
-1702	3072	2346	-415.34848	749.67725	572.35645	1
-1841	3938	2202	-449.21567	960.82513	537.3308	1
-1811	4092	2213	-441.8574	998.38574	540.0287	1
-1671	3970	2128	-407.60825	968.612	519.2941	1
-1318	3812	1870	-321.55667	930.0227	456.357	1
-1168	3780	2156	-284.99	922.33716	525.96735	1
-781	4049	2111	-190.55751	987.8788	515.1898	1
-133	4524	823	-32.485664	1103.8615	200.71603	1
338	4718	587	82.561356	1151.1978	143.32018	1
205	4128	364	49.92982	1007.27057	88.776825	1
118	4156	-353	28.86487	1013.95245	-86.160576	1
-110	3629	62	-26.874071	885.46747	15.03557	1
-149	3230	190	-36.409405	788.1226	46.34041	1
-5	3313	261	-1.218761	808.4218	63.72379	1
187	2906	343	45.74567	709.1034	83.80474	1
192	3259	397	46.823246	795.28644	96.923035	1
408	3745	654	99.440346	913.833	159.59941	1
686	3559	546	167.47792	868.3772	133.21547	1
777	3622	232	189.51645	883.82086	56.70383	1
807	4307	30	196.79268	1050.9364	7.417823	1
822	4168	-296	200.61601	1016.984	-72.222015	1
819	4013	-124	199.71526	979.143	-30.215693	1
772	3965	-38	188.38809	967.3897	-9.216154	1
630	3895	5	153.67082	950.406	1.3131967	1
631	3819	-4	154.00685	931.82263	-1.0108191	1
499	4143	-125	121.69869	1010.84705	-30.437246	1
652	3898	-178	159.08337	951.20233	-43.430622	1
663	3638	-464	161.83606	887.70575	-113.19654	1
1018	3434	-664	248.42647	837.9813	-162.0372	1
953	3982	-296	232.55005	971.6737	-72.12583	1
888	4133	-459	216.62206	1008.37476	-111.94617	1
1003	3823	-766	244.74509	932.86584	-186.96022	1
847	3981	-876	206.66252	971.436	-213.64555	1
809	3786	-639	197.32913	923.8865	-155.79916	1
895	3752	-831	218.2962	915.54694	-202.81934	1
856	3737	-1109	208.87694	911.7659	-270.66	1
956	3825	-1040	233.31123	933.35297	-253.87512	1
859	3949	-1108	209.64024	963.5516	-270.3702	1
1126	3951	-1345	274.82687	964.16254	-328.1195	1
1111	4154	-1354	271.00214	1013.4704	-330.29257	1
1100	3838	-1424	268.40924	936.48096	-347.57715	1
1168	4293	-1665	285.0412	1047.4248	-406.32678	1
923	4087	-1684	225.12915	997.14886	-410.9156	1
664	3929	-1670	162.09245	958.76013	-407.57275	1
536	3754	-1602	130.8606	915.87665	-390.7763	1
355	3517	-1554	86.50817	858.2546	-379.18256	1
87	3708	-1561	21.224602	904.7013	-380.96277	1
-179	3804	-1409	-43.74465	928.21716	-343.76065	1
-300	3153	-1246	-73.16536	769.2591	-303.91876	1
-513	2330	-1106	-125.28418	568.5902	-269.85654	1
-724	2396	-1174	-176.63438	584.5173	-286.57782	1
-1232	2353	-1154	-300.54846	574.1781	-281.65305	1
-1512	2245	-1069	-368.9251	547.8795	-260.76495	1
-2397	3000	-708	-584.80066	732.1153	-172.80487	1
-2981	2516	-177	-727.2807	613.7902	-43.1387	1
-3820	2339	167	-932.03735	570.8238	40.781483	1
-4290	2423	-123	-1046.7554	591.2195	-30.02933	1
-4616	2041	-695	-1126.1869	498.11642	-169.56067	1
-5152	2426	-1017	-1257.1396	591.94604	-248.05383	1
-5390	2885	-762	-1315.0753	704.0057	-185.97844	1
-5286	2673	-227	-1289.7123	652.2148	-55.289444	1
-4997	1900	98	-1219.2161	463.5956	23.885305	1
-4866	1299	266	-1187.3308	316.84683	64.87459	1
-4959	1027	514	-1210.0823	250.5988	125.39589	1
-4620	815	970	-1127.1864	198.79985	236.7984	1
-4280	470	1065	-1044.2583	114.640236	259.8865	1
-4014	99	982	-979.4411	24.130505	239.62375	1
-4064	124	1063	-991.5413	30.292114	259.29712	1
-3961	-596	1064	-966.44135	-145.52676	259.54214	1
-3931	-788	943	-959.25806	-192.37178	230.19531	1
-3950	-1330	735	-963.83954	-324.4954	179.4521	1
-3806	-1583	652	-928.6101	-386.23605	159.11359	1
-3735	-1844	655	-911.3603	-449.8527	159.81458	1
-3746	-2165	639	-914.08746	-528.36505	156.02315	1
-3500	-2509	535	-853.90845	-612.22754	130.57607	1
-3648	-2172	721	-890.08307	-529.9247	175.97212	1
-3377	-2335	698	-823.9208	-569.70105	170.41759	1
-3388	-2661	441	-826.5688	-649.36743	107.50136	1
-3025	-2865	435	-738.12	-698.9953	106.028465	1
-3282	-2710	316	-800.72394	-661.32904	77.11262	1
-3027	-3048	-34	-738.5467	-743.7055	-8.219384	1
-3263	-2638	12	-796.133	-643.78503	2.988582	1
-2970	-2059	-116	-724.66504	-502.48987	-28.214418	1
-2912	-872	66	-710.5444	-212.699	16.214382	1
-3339	-52	130	-814.7551	-12.605893	31.69049	1
-3653	1223	249	-891.4156	298.4114	60.85439	1
-3678	1656	1264	-897.4227	404.0499	308.53552	1
-3276	1010	1634	-799.24945	246.38553	398.73602	1
-3770	-17	1319	-919.94025	-4.2244086	321.93927	1
-5066	-2103	1746	-1236.2108	-513.1657	426.12888	1
-4224	608	2732	-1030.5524	148.41254	666.54364	1
-5365	70	1782	-1308.9974	17.016071	434.73	1
-4771	293	1912	-1164.0298	71.375404	466.52072	1
-4095	826	1809	-999.26886	201.55847	441.38345	1
-3539	544	1490	-863.6309	132.8244	363.53348	1
-3579	1103	1872	-873.25806	269.01575	456.7939	1
-3599	861	1684	-878.2362	210.02217	410.80362	1
-3295	1091	1865	-803.98975	266.15668	455.0947	1
-3629	949	1868	-885.52966	231.63144	455.79285	1
-3435	1373	2056	-838.1779	334.90012	501.6376	1
-3707	1098	2243	-904.4075	267.89728	547.2886	1
-3387	1210	2270	-826.42975	295.25626	553.9866	1
-3343	1204	2237	-815.5937	293.7348	545.77606	1
-3028	1568	2369	-738.7396	382.53485	577.95807	1
-2936	1600	2459	-716.44666	390.483	600.0308	1
-2923	1373	2433	-713.1752	335.00726	593.682	1
-2547	1680	2528	-621.5168	410.02744	616.78986	1
-2523	1915	2743	-615.5667	467.273	669.3177	1
-2707	1742	3001	-660.4192	425.14438	732.3592	1
-2787	1979	3294	-679.9418	482.79486	803.8234	1
-1970	1227	2669	-480.56058	299.31512	651.3194	1
-304	2889	1939	-74.28274	704.99713	473.14774	1
-800	3901	2437	-195.14902	951.90704	594.702	1
-1482	2529	2645	-361.67615	617.07574	645.30225	1
-2101	2319	3466	-512.6274	565.90704	845.7775	1
-1678	2229	3331	-409.39255	543.78644	812.7752	1
-1259	2679	2727	-307.15274	653.6282	665.4153	1
-1299	2517	2826	-316.85742	614.14276	689.61096	1
-1729	2493	3169	-421.77173	608.27985	773.2051	1
-1473	2222	2743	-359.50357	542.23737	669.18524	1
-1580	2448	3143	-385.45566	597.3753	766.84015	1
-1103	2087	2534	-269.1284	509.32468	618.3892	1
-1362	2814	3234	-332.3071	686.52374	789.08057	1
-1186	2326	3061	-289.3992	567.4454	746.92365	1
-942	2596	2883	-229.83421	633.363	703.47644	1
-1201	2332	2901	-292.9332	568.888	707.9121	1
-1020	2728	3125	-248.78404	665.6686	762.5844	1
-978	2508	3188	-238.62706	611.8724	777.87054	1
-815	2647	2972	-198.77167	645.8594	725.10266	1
-751	2526	3270	-183.15346	616.3041	797.881	1
-861	2082	3458	-210.16112	507.92303	843.6403	1
-869	2281	3168	-212.00568	556.483	772.96906	1
-723	2819	2995	-176.4174	687.8801	730.7712	1
-375	2612	3052	-91.50336	637.41534	744.6199	1
-333	2723	3193	-81.14086	664.4042	779.1916	1
-285	2786	2973	-69.520325	679.79504	725.5102	1
362	3136	3157	88.23154	765.1083	770.2403	1
1098	3049	2963	267.9561	743.99725	722.9057	1
355	2474	2955	86.539	603.55347	721.0629	1
-477	2709	2835	-116.36478	660.8784	691.7921	1
-192	3171	2754	-46.960228	773.7284	672.04126	1
448	3209	2723	109.343895	783.07227	664.4539	1
-258	3063	2901	-62.847607	747.3063	707.8242	1
544	2863	2606	132.73134	698.6093	635.7799	1
537	3047	2654	131.14743	743.46295	647.68774	1
-29	2863	2723	-7.083732	698.6389	664.52216	1
322	3063	2670	78.52677	747.29956	651.52386	1
489	3183	2751	119.33661	776.55743	671.25226	1
158	3141	2844	38.65083	766.51605	693.8544	1
109	2869	2785	26.565027	700.0226	679.6373	1
274	2846	2786	66.94047	694.5104	679.8886	1
382	2843	2843	93.31803	693.64307	693.66846	1
360	2998	3067	87.95398	731.6295	748.3808	1
272	2836	3018	66.42617	691.8838	736.326	1
174	2715	2924	42.364227	662.40186	713.47644	1
219	2550	2856	53.5052	622.2191	696.9016	1
102	2721	3031	24.877758	663.9412	739.448	1
35	2696	3226	8.582115	657.87036	787.1672	1
-204	2663	3461	-49.785656	649.7281	844.3778	1
-169	2602	3394	-41.263584	634.84015	828.15924	1
-337	2756	3363	-82.23112	672.371	820.54926	1
-113	2884	3329	-27.575035	703.62573	812.22235	1
22	2608	3400	5.4135804	636.43884	829.7217	1
63	2302	3354	15.275582	561.5691	818.425	1
29	2294	3204	7.188874	559.83826	781.8789	1
-86	2007	3265	-21.089964	489.63226	796.6711	1
-55	1830	3200	-13.405838	446.45966	780.85876	1
70	1647	3305	17.130919	401.79617	806.45795	1
685	1647	3442	167.04947	401.82803	839.9109	1
1102	1584	3274	268.83368	386.5839	798.9284	1
1312	1574	3528	320.17224	384.06143	860.911	1
500	1128	4151	122.01732	275.20248	1012.83954	1
46	1036	3975	11.104877	252.90086	969.8653	1
105	1346	3765	25.645256	328.40356	918.77136	1
-22	1605	4048	-5.315297	391.52457	987.8132	1
-185	1956	4266	-45.243187	477.22922	1040.923	1
-184	2361	3773	-44.83451	576.0173	920.4957	1
71	2178	3386	17.435707	531.38965	826.1009	1
42	2014	3378	10.214531	491.46744	824.1136	1
67	2028	3408	16.271057	494.7308	831.65643	1
46	2097	3518	11.150808	511.6365	858.2848	1
99	2135	3547	24.133036	520.82654	865.53015	1
-18	2117	3569	-4.368509	516.6562	870.9176	1
-48	2036	3478	-11.701079	496.7325	848.56586	1
39	2090	3493	9.404843	510.04608	852.25995	1
9	2060	3504	2.2880402	502.59793	855.04736	1
30	2052	3535	7.431003	500.5765	862.5805	1
197	2000	3511	47.98187	488.02383	856.6069	1
92	1970	3579	22.510044	480.68643	873.31726	1
49	1936	3597	12.042972	472.4481	877.75824	1
80	1998	3555	19.571959	487.54404	867.3657	1
193	1940	3497	47.107574	473.385	853.1738	1
214	1995	3661	52.19669	486.8864	893.1953	1
136	1912	3601	33.062794	466.44754	878.63873	1
-14	1923	3570	-3.3393724	469.15543	871.01886	1
74	2017	3457	17.969753	492.2523	843.5329	1
78	2165	3485	18.964565	528.18744	850.3306	1
63	2161	3461	15.394372	527.1993	844.44336	1
174	2305	3420	42.53667	562.3351	834.3953	1
75	2252	3328	18.420446	549.37915	812.1366	1
12	2379	3414	3.0009577	580.3803	832.94214	1
125	2430	3402	30.496714	592.93335	830.1707	1
207	2345	3382	50.4699	572.07355	825.269	1
249	2196	3397	60.87451	535.9279	828.7889	1
207	2183	3454	50.580868	532.5313	842.8779	1
180	2134	3470	43.824493	520.6926	846.56433	1
70	2137	3486	16.994501	521.5061	850.6786	1
141	2196	3331	34.376896	535.8595	812.6914	1
111	2213	3302	27.102982	540.0386	805.7469	1
182	2435	3260	44.360878	594.1521	795.3263	1
52	2461	3360	12.704261	600.50494	819.90265	1
67	2396	3316	16.27208	584.6493	809.02606	1
116	2689	3289	28.344994	656.10815	802.4046	1
199	2505	3218	48.587975	611.1251	785.2029	1
185	2545	3265	45.229553	620.95013	796.74194	1
188	2405	3277	45.83812	586.7569	799.5074	1
135	2310	3352	32.851166	563.6899	817.9097	1
146	2341	3362	35.7268	571.25336	820.3824	1
146	2457	3312	35.56183	599.5116	808.07416	1
94	2493	3281	23.036135	608.3814	800.67017	1
131	2534	3250	31.975151	618.21704	793.0416	1
118	2468	3279	28.71778	602.155	800.0476	1
135	2433	3343	33.03638	593.7461	815.58466	1
179	2329	3289	43.790802	568.1583	802.4366	1
194	2320	3352	47.43305	566.17847	817.896	1
137	2344	3371	33.363182	571.92206	822.5324	1
93	2410	3318	22.583551	588.03204	809.52826	1
157	2456	3298	38.25327	599.3476	804.75464	1
150	2517	3270	36.644955	614.18207	797.8805	1
136	2427	3289	33.17443	592.24146	802.48004	1
142	2418	3321	34.550144	590.0375	810.21606	1
139	2379	3277	33.915936	580.4563	799.5147	1
160	2465	3315	39.100918	601.4123	808.89355	1
159	2398	3265	38.81766	585.14606	796.76746	1
165	2447	3338	40.244514	597.0847	814.3542	1
134	2391	3315	32.66771	583.42444	808.8167	1
108	2414	3276	26.390322	589.09973	799.28784	1
147	2420	3295	35.88625	590.56146	803.8859	1
139	2441	3319	33.87249	595.48694	809.7271	1
153	2415	3308	37.322475	589.2084	807.2659	1
133	2412	3319	32.525917	588.4733	809.94055	1
130	2371	3313	31.819574	578.59766	808.4869	1
139	2403	3394	34.014866	586.4333	828.0705	1
109	2439	3305	26.710596	595.2016	806.5078	1
126	2457	3334	30.73987	599.5723	813.4468	1
132	2441	3304	32.204453	595.6054	806.0965	1
127	2409	3333	30.980406	587.757	813.26636	1
127	2380	3287	31.08054	580.66034	801.97974	1
133	2408	3345	32.38421	587.4721	816.149	1
92	2392	3297	22.496733	583.6802	804.4851	1
131	2442	3252	31.9535	595.7913	793.5105	1
146	2369	3338	35.69724	577.924	814.44366	1
154	2328	3350	37.470478	568.0955	817.3276	1
139	2301	3312	33.918602	561.3987	808.09796	1
84	2379	3400	20.516338	580.59576	829.50104	1
107	2463	3392	26.07161	600.9636	827.6312	1
119	2454	3270	29.070326	598.6806	797.848	1
230	2359	3322	56.201702	575.4814	810.5295	1
181	2228	3409	44.12144	543.52045	831.8349	1
161	2136	3405	39.30619	521.1323	830.8473	1
148	2188	3413	36.052677	533.9202	832.6638	1
178	2312	3435	43.33027	564.2356	838.25446	1
117	2345	3386	28.668182	572.1529	826.1696	1
121	2357	3308	29.468904	575.11005	807.0614	1
88	2456	3332	21.484537	599.3545	812.9627	1
101	2466	3294	24.66045	601.68225	803.7699	1
100	2490	3277	24.510931	607.5261	799.54846	1
116	2467	3238	28.265997	601.8778	790.1562	1
120	2437	3339	29.192997	594.7023	814.62006	1
130	2391	3333	31.598906	583.42523	813.29065	1
106	2403	3383	25.890562	586.45264	825.55225	1
132	2406	3293	32.203686	587.16693	803.5102	1
111	2403	3328	27.06617	586.34204	812.0989	1
135	2351	3365	33.015686	573.69525	820.9526	1
155	2343	3356	37.89631	571.7159	818.7966	1
159	2296	3365	38.701004	560.31494	820.9894	1
153	2356	3340	37.371124	574.94794	814.9735	1
135	2363	3367	32.941216	576.63934	821.6443	1
126	2369	3371	30.67863	578.13696	822.4841	1
124	2399	3296	30.323248	585.4292	804.3023	1
102	2419	3345	24.78876	590.22015	816.1315	1
117	2393	3316	28.495798	583.79376	809.05994	1
123	2357	3302	29.931374	575.201	805.62415	1
125	2361	3314	30.546684	576.0237	808.5569	1
122	2378	3334	29.862923	580.32697	813.4234	1
124	2383	3273	30.286741	581.3868	798.64435	1
120	2418	3366	29.181253	589.90247	821.3111	1
147	2416	3354	35.961185	589.4942	818.39294	1
149	2367	3365	36.46254	577.5628	820.96924	1
162	2324	3333	39.461063	567.0318	813.13074	1
143	2371	3358	34.84023	578.4237	819.42395	1
108	2393	3326	26.394142	583.93945	811.53436	1
125	2399	3331	30.556883	585.4775	812.74994	1
120	2377	3339	29.201885	579.9145	814.632	1
166	2393	3344	40.552273	583.96234	815.86847	1
160	2385	3294	39.123665	581.84186	803.6374	1
96	2366	3318	23.433172	577.2025	809.6414	1
158	2401	3373	38.455357	585.89404	822.9314	1
106	2425	3323	25.74583	591.68353	810.79034	1
141	2414	3326	34.363976	588.9185	811.61896	1
70	2433	3301	17.04484	593.64197	805.4428	1
131	2477	3309	31.877201	604.40356	807.4565	1
