A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	LABEL_0
-4034	1091	1541	-984.30707	266.277	375.90442	4
-6172	944	950	-1505.9032	230.23523	231.78307	4
-6822	1290	520	-1664.4678	314.80737	126.848816	4
-5589	1703	652	-1363.6049	415.50607	159.08855	4
-4781	1507	724	-1166.527	367.82376	176.5504	4
-4481	1425	992	-1093.2556	347.72406	241.95654	4
-4199	1351	1016	-1024.4639	329.56467	247.90475	4
-3323	1745	1112	-810.7644	425.8292	271.30026	4
-2885	1540	1072	-704.01514	375.8374	261.61905	4
-2641	1584	818	-644.3567	386.40802	199.54723	4
-2412	1510	682	-588.60364	368.44577	166.43195	4
-2333	1293	482	-569.295	315.49203	117.49848	4
-2733	1370	526	-666.7968	334.30295	128.46239	4
-3020	1530	566	-737.00134	373.21533	138.12411	4
-3328	1683	566	-812.12805	410.7437	138.09595	4
-3616	1953	840	-882.3674	476.45276	204.89473	4
-3732	1774	623	-910.54456	432.85532	151.9911	4
-6193	2159	979	-1511.0789	526.82605	238.96817	4
-8201	2192	1637	-2000.9374	534.744	399.31323	4
-6162	1875	2136	-1503.4089	457.49942	521.1447	4
-5342	1948	3063	-1303.4049	475.25525	747.351	4
-5056	1591	3103	-1233.6345	388.28113	757.2429	4
-4297	586	2260	-1048.4099	143.08539	551.3864	4
-2662	-12	1639	-649.435	-2.9257977	399.92664	4
-2115	301	1683	-515.97107	73.489235	410.73102	4
-2043	826	1803	-498.57834	201.44374	439.85062	4
-2038	862	1654	-497.3296	210.41632	403.57977	4
-2284	619	1546	-557.25134	151.02116	377.1669	4
-2425	604	1463	-591.72504	147.38904	357.0453	4
-2860	1001	1469	-697.8629	244.31577	358.3319	4
-3786	1408	1493	-923.8817	343.66656	364.37308	4
-4399	1527	1574	-1073.2644	372.53134	384.03384	4
-4958	1499	1529	-1209.8192	365.69238	373.17282	4
-6203	1688	1619	-1513.4592	411.97812	395.12415	4
-6185	1836	1840	-1509.2461	447.95306	448.94528	4
-4245	1390	1567	-1035.7295	339.04187	382.33298	4
-3305	942	931	-806.32916	229.77487	227.20952	4
-3440	915	888	-839.35706	223.24944	216.59718	4
-3993	790	677	-974.2469	192.88016	165.18695	4
-4245	753	376	-1035.8531	183.66145	91.832115	4
-3960	1030	243	-966.34717	251.31584	59.199135	4
-3612	1532	458	-881.3895	373.8689	111.65089	4
-3255	1641	676	-794.29016	400.31128	164.84035	4
-2927	1615	622	-714.1332	394.1429	151.65266	4
-3031	1516	669	-739.58167	369.8745	163.16977	4
-3147	1548	784	-767.8625	377.74716	191.24074	4
-3192	1420	848	-778.7858	346.433	206.85847	4
-3201	1500	849	-780.9726	366.08777	207.13805	4
-3062	1541	789	-747.16864	376.00327	192.50865	4
-3144	1694	860	-767.24805	413.2322	209.82416	4
-3232	1804	935	-788.4871	440.26022	228.04837	4
-3745	1844	1001	-913.6876	449.92163	244.31192	4
-4069	1649	1037	-992.82874	402.3583	252.91145	4
-4200	1557	1139	-1024.9113	379.8908	277.99854	4
-4854	1568	1170	-1184.4587	382.47348	285.538	4
-5494	1679	1262	-1340.4801	409.79297	307.96338	4
-4819	1523	1121	-1175.767	371.49033	273.4512	4
-3550	1473	1028	-866.1334	359.34653	250.83965	4
-3415	1874	1498	-833.2975	457.32446	365.5646	4
-3462	1872	1676	-844.7205	456.8452	408.93954	4
-3415	1629	1395	-833.15717	397.44022	340.28482	4
-3014	1505	1181	-735.37317	367.12662	288.15466	4
-2629	1330	1373	-641.4001	324.58075	334.91083	4
-2608	1375	1781	-636.46356	335.6066	434.56818	4
-2709	1469	1946	-661.00745	358.33646	474.72406	4
-2607	1548	1895	-636.0877	377.6285	462.35355	4
-2742	1559	1973	-668.99066	380.41797	481.3082	4
-2781	1102	2114	-678.63513	268.8531	515.9045	4
-2621	609	1905	-639.4214	148.69864	464.91745	4
-2602	1067	1718	-634.7964	260.3163	419.13095	4
-2358	1187	1568	-575.4294	289.53076	382.64667	4
-2143	1203	1270	-522.8395	293.60638	309.8758	4
-2255	1269	1105	-550.25824	309.52972	269.68088	4
-2660	1138	1152	-649.02936	277.70822	281.05173	4
-3217	1066	1207	-784.97205	260.21368	294.3969	4
-3987	1163	1158	-972.74744	283.8155	282.56714	4
-5411	1272	1091	-1320.3776	310.35715	266.2862	4
-5793	1321	1045	-1413.4132	322.41315	254.93431	4
-6822	1205	693	-1664.5845	294.0428	169.17964	4
-6824	1335	665	-1665.108	325.7531	162.2007	4
-5337	1352	1032	-1302.1418	329.82474	251.76428	4
-4079	1491	1176	-995.2185	363.72232	286.90445	4
-3034	1487	1138	-740.23584	362.74295	277.7384	4
-2203	1343	1211	-537.5065	327.722	295.36206	4
-1850	1018	906	-451.48297	248.30505	221.09346	4
-1592	867	659	-388.41696	211.53508	160.83315	4
-1566	848	583	-382.11176	206.96913	142.3138	4
-2008	1040	555	-490.00815	253.80322	135.47298	4
-2607	1172	727	-636.16736	285.9352	177.42809	4
-2714	1290	1018	-662.3373	314.76645	248.38179	4
-3235	1359	1287	-789.4027	331.525	313.91208	4
-4306	1637	1488	-1050.605	399.35953	363.16595	4
-7044	2038	1686	-1718.6542	497.3549	411.43024	4
-8050	2603	2652	-1964.2582	635.24554	647.09375	4
-5770	2194	3407	-1407.8201	535.4187	831.40173	4
-4495	1796	2582	-1096.814	438.2481	630.05035	4
-4068	1087	1892	-992.6666	265.1647	461.70874	4
-3296	874	1416	-804.1114	213.17673	345.55957	4
-2244	790	1045	-547.6099	192.64838	255.06752	4
-1488	1068	801	-363.04	260.6922	195.43112	4
-1158	1566	870	-282.6007	382.15225	212.29112	4
-1068	1288	1145	-260.53424	314.31863	279.43198	4
-1292	1169	1338	-315.1732	285.18817	326.44992	4
-1798	1406	1204	-438.72577	343.0511	293.71255	4
-2527	1525	1040	-616.5751	372.1815	253.83498	4
-2952	1327	915	-720.3982	323.79645	223.35243	4
-4995	1252	948	-1218.7511	305.37872	231.22758	4
-6947	1370	1180	-1695.0619	334.23718	287.90436	4
-7861	1503	1387	-1918.0685	366.7149	338.4721	4
-7348	1282	1215	-1792.8185	312.724	296.43204	4
-6279	866	1029	-1532.0785	211.33278	251.13603	4
-5381	1148	1283	-1312.8422	280.19693	312.98734	4
-3797	1336	1371	-926.48413	325.9384	334.52197	4
-2814	1421	1104	-686.53284	346.7393	269.29398	4
-1786	1261	928	-435.7703	307.78842	226.34116	4
-1291	1098	701	-314.8827	267.8243	171.13022	4
-802	1007	584	-195.78052	245.71902	142.54634	4
-1061	995	429	-258.87103	242.73239	104.70666	4
-1551	965	491	-378.5301	235.3544	119.801186	4
-2188	1319	741	-533.7653	321.8985	180.77048	4
-2492	1344	917	-607.9904	327.9597	223.77373	4
-3277	1472	914	-799.5423	359.08368	223.01265	4
-5499	1777	1255	-1341.6567	433.67245	306.25815	4
-8864	2584	2116	-2162.7236	630.48114	516.2092	4
-7804	2818	3772	-1904.2834	687.59625	920.375	4
-5442	2406	3808	-1327.8419	586.9857	929.1064	4
-5064	2009	2633	-1235.6333	490.18704	642.4437	4
-4126	622	1687	-1006.8153	151.6627	411.74615	4
-2763	299	1092	-674.1524	73.05343	266.42447	4
-1663	735	760	-405.82257	179.42659	185.34196	4
-1122	1479	851	-273.69196	360.8465	207.66423	4
-1305	1672	922	-318.34766	407.92737	224.94731	4
-1352	184	1140	-329.92957	44.81992	278.15234	4
-1916	587	1189	-467.4982	143.18794	290.01004	4
-2638	1532	1180	-643.6511	373.69464	287.83975	4
-3191	1759	1003	-778.6021	429.11475	244.71437	4
-3267	1634	743	-797.1921	398.66415	181.21735	4
-3734	1055	561	-911.14856	257.4085	136.96527	4
-4750	823	793	-1159.0167	200.93254	193.38878	4
-6777	984	1221	-1653.4862	240.03825	298.018	4
-7680	1383	1278	-1873.8744	337.3589	311.83444	4
-6364	1430	1246	-1552.8949	348.98914	303.98425	4
-5186	1261	1204	-1265.2655	307.73978	293.72452	4
-4402	1439	1388	-1074.0767	351.09006	338.6272	4
-3894	1494	1378	-950.1198	364.52945	336.2416	4
-3071	1548	1187	-749.3322	377.63977	289.69937	4
-2172	1143	959	-530.0224	278.79358	233.97295	4
-1860	1242	804	-453.9207	303.0367	196.15274	4
-1660	1218	619	-404.92032	297.21747	151.03885	4
-2107	1370	572	-514.0854	334.2611	139.62515	4
-2531	1486	664	-617.4689	362.4796	162.07756	4
-2504	1527	609	-610.9427	372.4812	148.47995	4
-2027	1462	724	-494.58524	356.7766	176.59572	4
-2143	1264	631	-523.01385	308.53055	153.88348	4
-2996	1656	727	-731.0848	404.10382	177.29501	4
-7880	3150	1596	-1922.626	768.6528	389.37637	4
-9509	3903	4131	-2320.3042	952.319	1007.845	4
-4528	2106	3489	-1104.7633	513.8099	851.30176	4
-4136	1698	2765	-1009.2545	414.42587	674.62415	4
-4741	628	2279	-1156.9044	153.13474	556.1883	4
-3595	-180	1416	-877.1044	-43.89088	345.4834	4
-1617	1133	1132	-394.64017	276.50134	276.25803	4
-1086	-448	1195	-264.90152	-109.32741	291.55167	4
-995	-1552	1186	-242.859	-378.777	289.33438	4
-1113	523	1113	-271.61325	127.68587	271.66544	4
-1893	1472	1048	-461.90253	359.20572	255.59926	4
-4000	2159	599	-975.9532	526.90094	146.18149	4
-7432	2193	151	-1813.337	535.14185	36.806885	4
-7129	1845	363	-1739.4674	450.2021	88.60101	4
-5428	895	529	-1324.5051	218.31047	129.06128	4
-4574	436	466	-1115.9469	106.43379	113.61661	4
-3935	659	1129	-960.0792	160.77148	275.44348	4
-3750	1701	1025	-915.0081	415.16156	250.02092	4
-2718	2100	661	-663.1237	512.38086	161.23589	4
-1909	1820	450	-465.68802	444.0499	109.77761	4
-1433	1438	702	-349.63113	350.97263	171.20876	4
-1673	924	528	-408.2897	225.57343	128.77434	4
-2951	648	255	-719.9487	158.17657	62.104424	4
-5469	1055	578	-1334.4265	257.39212	141.05505	4
-7528	2170	1751	-1836.7888	529.57263	427.33002	4
-6440	3652	3147	-1571.4155	891.14734	767.819	4
-3607	3647	2812	-880.09076	889.8693	686.127	4
-3151	3135	2366	-768.88257	764.835	577.21497	4
-3143	2268	1783	-766.9787	553.4838	435.08133	4
-2888	1043	1227	-704.6488	254.57812	299.4858	4
-2287	799	1247	-558.0533	194.86879	304.3429	4
-2241	1403	1501	-546.8155	342.2705	366.1234	4
-2283	1340	1900	-556.9469	326.98663	463.66537	4
-3495	1756	1945	-852.8713	428.44608	474.56305	4
-5481	1861	1883	-1337.4535	453.99066	459.42938	4
-8631	1045	1447	-2105.9717	255.04317	352.95114	4
-9393	1289	2008	-2291.9204	314.5678	489.99207	4
-7329	1056	1596	-1788.1582	257.64484	389.33902	4
-5571	916	1092	-1359.3873	223.45645	266.3818	4
-4437	999	1073	-1082.704	243.75903	261.85797	4
-4109	1034	1369	-1002.5575	252.34618	334.0155	4
-3246	791	1068	-792.05695	192.93413	260.5327	4
-2580	660	736	-629.4448	161.15385	179.50038	4
-2243	640	998	-547.254	156.07764	243.54095	4
-2036	415	1036	-496.7607	101.25661	252.88858	4
-2118	835	1070	-516.67847	203.74385	260.9918	4
-2268	1496	995	-553.42474	365.0616	242.816	4
-2428	1964	880	-592.45013	479.3117	214.72748	4
-2550	2100	842	-622.2824	512.49994	205.34021	4
-2935	2201	657	-716.0542	537.01294	160.34714	4
-3452	2388	727	-842.1696	582.6696	177.4313	4
-3686	2313	736	-899.4688	564.39844	179.66832	4
-4407	2289	477	-1075.2434	558.3942	116.4932	4
-5555	2353	199	-1355.3019	574.0199	48.58495	4
-5401	2481	321	-1317.823	605.2477	78.38985	4
-4827	2429	611	-1177.7354	592.6549	149.07507	4
-4610	1884	612	-1124.8674	459.70142	149.33199	4
-4390	1549	627	-1071.2319	378.07327	153.05127	4
-4100	1432	589	-1000.3243	349.50372	143.8047	4
-3355	1331	220	-818.5523	324.6617	53.742146	4
-2772	1714	99	-676.3787	418.17117	24.136738	4
-2439	2204	296	-595.1277	537.8695	72.162865	4
-2406	2272	454	-587.071	554.34656	110.81112	4
-2666	2248	709	-650.4056	548.4823	172.9783	4
-2817	2134	1205	-687.3882	520.5919	293.97482	4
-2695	1940	1328	-657.4944	473.45645	323.9247	4
-3052	1958	1667	-744.7048	477.67517	406.74976	4
-3689	2114	1853	-900.1555	515.7956	452.19266	4
-4053	2111	1987	-988.97003	515.06036	484.78687	4
-4279	1937	2136	-1043.9867	472.60742	521.2623	4
-4399	1884	2185	-1073.3292	459.69775	533.1081	4
-4768	2260	2250	-1163.4567	551.48065	548.8816	4
-5023	2261	2340	-1225.6714	551.6523	570.98334	4
-4241	1653	2059	-1034.7772	403.24405	502.39957	4
-3878	1355	1798	-946.146	330.52045	438.77307	4
-4260	841	1556	-1039.5409	205.22363	379.57324	4
-4817	609	1292	-1175.3081	148.65036	315.32547	4
-4716	539	995	-1150.7479	131.49748	242.84622	4
-4011	576	798	-978.8013	140.54097	194.65811	4
-3466	764	750	-845.76465	186.44618	183.02577	4
-3178	943	862	-775.4969	230.19798	210.40688	4
-2740	836	705	-668.5627	204.03258	172.04555	4
-2442	973	493	-595.9672	237.43413	120.36806	4
-2320	1076	547	-566.12317	262.46158	133.35452	4
-2221	964	594	-541.8884	235.31203	144.90108	4
-2121	1017	520	-517.43616	248.25119	126.76074	4
-2033	1058	534	-496.1063	258.0899	130.2123	4
-2188	1152	555	-533.98755	281.0511	135.43382	4
-2333	1357	562	-569.2567	331.14648	137.05823	4
-2781	1542	756	-678.62445	376.15775	184.53233	4
-3381	1754	1031	-825.01843	427.94147	251.67273	4
-3554	1772	1203	-867.0847	432.42615	293.55853	4
-4022	1715	1201	-981.3595	418.34094	293.14917	4
-5459	1896	1471	-1331.9548	462.68256	358.83893	4
-6912	1866	1768	-1686.5505	455.3533	431.492	4
-7293	2303	2449	-1779.5117	561.92957	597.5718	4
-5557	2353	2772	-1355.9811	574.11993	676.35236	4
-4506	2147	2388	-1099.537	523.75653	582.72125	4
-3772	2036	2175	-920.4213	496.83664	530.72974	4
-2813	1516	1773	-686.3223	369.9372	432.66782	4
-1879	1324	1324	-458.55154	322.97595	323.01764	4
-1330	1248	1044	-324.4404	304.39752	254.7729	4
-1008	1282	981	-246.07053	312.8113	239.3813	4
-1254	1378	1044	-305.96634	336.13913	254.84106	4
-1714	1265	1239	-418.11862	308.58414	302.35312	4
-2634	1243	1120	-642.69446	303.34253	273.3375	4
-3406	1188	1063	-831.1821	289.79752	259.45535	4
-4629	1013	833	-1129.507	247.17805	203.35243	4
-5958	1247	847	-1453.6644	304.20505	206.72565	4
-7744	1689	1262	-1889.4535	412.12582	307.8663	4
-7898	1782	1439	-1927.0985	434.73242	351.11536	4
-6433	1278	1027	-1569.5835	311.9096	250.50436	4
-5380	1184	1371	-1312.7139	288.81717	334.59256	4
-3996	970	1759	-974.94635	236.58559	429.24835	4
-2902	1028	1389	-708.1429	250.8312	338.88037	4
-2081	1254	973	-507.7695	306.09576	237.38487	4
-1552	923	660	-378.77567	225.25772	160.97615	4
-1192	1074	591	-290.9494	262.08414	144.2512	4
-1389	801	556	-338.96024	195.39328	135.73572	4
-1895	757	484	-462.4029	184.65265	118.09484	4
-2210	1105	569	-539.25793	269.7041	138.91321	4
-2271	1313	552	-554.134	320.25717	134.62769	4
-2697	1445	770	-658.01685	352.6933	188.00032	4
-3253	1623	992	-793.6147	396.10718	242.0166	4
-4989	1905	1251	-1217.2694	464.816	305.1601	4
-8339	2850	2056	-2034.7153	695.2957	501.71832	4
-7425	3155	4023	-1811.5891	769.88196	981.64874	4
-5341	2417	3944	-1303.2731	589.68304	962.36273	4
-4897	1383	2699	-1194.9598	337.51358	658.65155	4
-4015	452	1962	-979.6792	110.18864	478.82446	4
-2776	606	1378	-677.4069	147.8815	336.1181	4
-1825	1149	1235	-445.2156	280.4648	301.2257	4
-1316	1511	1219	-321.00964	368.7513	297.3385	4
-1227	1641	1286	-299.44925	400.37057	313.78464	4
-1718	1672	1408	-419.07724	408.08292	343.56686	4
-2027	-736	1423	-494.53827	-179.49179	347.28912	4
-2260	79	1075	-551.3194	19.251736	262.29666	4
-2964	1545	829	-723.1833	377.06702	202.15718	4
-3203	1720	736	-781.43085	419.7148	179.53403	4
-4696	1936	559	-1145.7399	472.36594	136.31837	4
-6355	1405	610	-1550.5116	342.73764	148.82605	4
-7300	1098	993	-1781.1877	268.02954	242.19939	4
-7373	1249	1338	-1798.9618	304.76154	326.44873	4
-6151	1192	1531	-1500.841	290.95026	373.5101	4
-5178	1419	1567	-1263.315	346.29465	382.37	4
-3989	1516	1540	-973.3214	369.94937	375.86313	4
-3009	1265	1474	-734.14703	308.73706	359.56067	4
-2049	1068	1233	-499.87253	260.6213	300.84256	4
-1373	906	1027	-335.10858	221.03433	250.68224	4
-905	951	834	-220.77698	232.05095	203.60944	4
-1102	891	775	-268.95236	217.38991	189.09137	4
-1496	915	851	-364.9538	223.38152	207.70593	4
-2292	879	898	-559.193	214.45886	219.19307	4
-2722	1005	821	-664.05457	245.25589	200.32272	4
-3121	1077	775	-761.60474	262.73468	189.13448	4
-3975	1376	796	-969.793	335.69525	194.18701	4
-5435	1598	1184	-1326.2144	389.8046	288.77472	4
-8328	2862	1898	-2031.9757	698.3596	463.20203	4
-6946	3089	3286	-1694.8745	753.769	801.7165	4
-4851	2349	3127	-1183.7551	573.1376	762.8768	4
-4339	1981	2313	-1058.7603	483.38605	564.42346	4
-3526	754	1729	-860.33124	183.9783	421.93802	4
-2401	266	1202	-585.7276	64.79942	293.305	4
-1795	812	866	-438.08594	198.21492	211.30766	4
-1310	1421	847	-319.5316	346.65167	206.56976	4
-1307	2465	1060	-318.79047	601.5629	258.6919	4
-1685	1218	1320	-411.07748	297.29514	321.9712	4
-2108	-1933	1534	-514.44977	-471.61563	374.36447	4
-2621	-488	1560	-639.61896	-118.97294	380.69296	4
-3160	534	1412	-771.03656	130.22577	344.44565	4
-4641	2029	1000	-1132.5055	494.97867	244.0388	4
-5795	2555	707	-1413.9584	623.4204	172.50839	4
-7251	2067	741	-1769.2633	504.34772	180.7163	4
-6334	1126	843	-1545.548	274.82404	205.60147	4
-5398	648	941	-1317.1816	158.0742	229.49562	4
-4988	908	1227	-1217.1505	221.53967	299.40982	4
-4132	1423	1258	-1008.2788	347.26944	306.8314	4
-3275	1907	987	-799.08154	465.20334	240.81776	4
-2360	1801	826	-575.83716	439.33383	201.60991	4
-1593	1345	817	-388.73624	328.17142	199.31268	4
-1350	967	684	-329.3072	235.9298	166.87492	4
-1179	654	431	-287.78824	159.57211	105.1152	4
-1287	528	339	-314.12335	128.90527	82.82851	4
-2289	821	236	-558.51056	200.21379	57.650314	4
-5615	1255	1091	-1370.1464	306.16852	266.13873	4
-8154	2441	2448	-1989.6826	595.6151	597.2192	4
-6465	3321	3535	-1577.4338	810.3635	862.6235	4
-3714	2905	3638	-906.19806	708.9324	887.70166	4
-3036	1376	2276	-740.81	335.667	555.3059	4
-2556	-14	1173	-623.63477	-3.4607513	286.1059	4
-1791	482	1120	-437.05637	117.72736	273.39297	4
-1708	15	1328	-416.8007	3.6777475	324.0061	4
-1311	-139	1366	-319.8323	-33.829094	333.34973	4
-2081	401	1367	-507.745	97.75084	333.61572	4
-4064	925	1358	-991.6363	225.68335	331.41025	4
-8532	1833	1266	-2081.893	447.27243	308.90924	4
-7923	2626	1232	-1933.2169	640.65424	300.6989	4
-6007	1591	389	-1465.7574	388.24292	94.818886	4
-5247	1422	852	-1280.3776	346.99536	207.94957	4
-4558	1372	1578	-1112.0925	334.66965	385.05273	4
-3408	1682	1370	-831.5217	410.3541	334.24722	4
-2492	1752	871	-608.02435	427.43338	212.4169	4
-1932	1642	799	-471.3926	400.72504	195.01167	4
-1670	1361	653	-407.36646	332.07642	159.23686	4
-1643	1045	560	-400.86884	254.96718	136.54193	4
-2131	686	422	-519.97644	167.36984	103.055046	4
-2231	781	564	-544.34814	190.5837	137.60648	4
-2297	1038	681	-560.50665	253.2102	166.1145	4
-2364	1422	939	-576.801	346.85022	229.20197	4
-3290	1565	987	-802.64185	381.8449	240.7407	4
-5433	1454	845	-1325.6405	354.87204	206.22214	4
-8138	1629	945	-1985.763	397.3818	230.55025	4
-8911	2509	2686	-2174.3884	612.1011	655.3544	4
-5844	2188	3767	-1425.8954	533.9025	919.1912	4
